_id,text,label
66cf6933fdc289b67f765825,"How interesting Sam Kriss’ online right wing break down doesn’t include Jewish race supremacists, genocide supporters,  and Zionists of all kinds

I guess some topics are too sensitive for his content needs. Too sacred, perhaps.",anti-Zionist
66cf6936fdc289b67f765826,"My guess is it's, in order of importance:
The US
Zionists
Russia
The Gammons
The PLP (FOI)
The Voters 

Anyone you can name. actually.",neutral
66cf6936fdc289b67f765827,"For 76 years we haven't asked for the world's sympathy and we'll never expect it. Unlike the Palestinian addiction to victimhood, Israelis take the path of taking care of ourselves. That's why we're successful. 
Thanks for providing my daily dose of anti-Zionist hate.",neutral
66cf6936fdc289b67f765828,"""Money hungry zionist"" like Sabrina working with Coca Cola just last year you mean?",neutral
66cf6936fdc289b67f765829,No wonder the SNP have been targetted recently by a Jewish rep claiming they are 'anti-semitic'. Scottish Labour MP took all-expenses-paid trip to Israel funded by Zionist group,neutral
66cf6936fdc289b67f76582a,"Your fave has worked with zionist brands many times before, just this year she attended the super bowl and has done an ad with Coca Cola herself and worked with a zionist brand for Chromatica cover",neutral
66cf6936fdc289b67f76582b,Kataib Al-Aqsa Martyrs- Jenin: Our mujahideen continue to engage in fierce clashes with the Zionist enemy forces in all axes of fighting with machine guns and explosive devices,anti-Zionist
66cf6937fdc289b67f76582c,"Take your funds out of 
@binance
 #BoycottBinance today it's them tomorrow it will be us. Traitors, 
@cz_binance
 is a disgusting zionist supporter and supporter of genocide.",anti-Zionist
66cf6937fdc289b67f76582d,These Zionists cannot be trusted,anti-Zionist
66cf6937fdc289b67f76582e,"Remember the racist code words of not too long ago? ""welfare queen,"" ""superpredator,"" ""inner city thugs,"" etc etc.

This is how ""Zionist"" is used right now to signal ""Jew"" by most pro-Palestine advocates. They use the same approach as the racists who used those other code words.",neutral
66cf6937fdc289b67f76582f,"Israel has been killing and raping and demolished people from there lands for the past 80 years, apartheid, genocide, Gaza is closed, they can't get out, you're a Zionist who enjoys seeing Palestine children dying, there's no point to argue with a terrorist Israeli, hell for you",anti-Zionist
66cf6937fdc289b67f765830,"Occupied state of Palestine needs the world to assist in getting rid of the squatters 
The Great Satan of usa/zionists on full display",anti-Zionist
66cf6937fdc289b67f765831,"jewish supremacist & zionist apologists jews love to shuffle the narratives as usual, because its always the same people who have declared they are zionists and love israel to be the ones whining about being called 'jews'",neutral
66cf6937fdc289b67f765832,"lol

lmfaooooo",neutral
66cf6937fdc289b67f765833,The Zionists…,neutral
66cf6937fdc289b67f765834,THOUGHTS??,neutral
66cf693bfdc289b67f765835,"No but the order is wrong from evilest to evil 

Idf
Usa
Nazi 
Isis

And behind them all is a scumbag Zionist even behind Hitler was a Zionist",anti-Zionist
66cf693bfdc289b67f765836,"The majority of Jews oppose the genocide in Gaza, Ntnyahu & the whole of the Zionist ideology.

True. Most Zionists tend to be Jewish, but that does not mean all Jews are Zionists. Far from it & indeed, many who used to be of the Zionist persuasn are now rejectg it in droves!",anti-Zionist
66cf693cfdc289b67f765837,This is the action of Jews. Deny it all you want Jewish billionaires and politicians are entirely behind the move to censor free speech just to prevent the masses from knowing the truth about what they do,anti-Semitic
66cf693cfdc289b67f765838,"Your statement that ""US universities have enacted new, repressive rules to prevent critically thinking students from upsetting the Zionist billionaire class that controls their administrations by protesting Israel’s genocide"" perpetuates several myths and fails to acknowledge",neutral
66cf693cfdc289b67f765839,"@Independent
Behold what Zionist scumbags are doing in Palestine.",anti-Zionist
