_id,text,label,processed_text,sentiment,emotion
66cf6929fdc289b67f765808,"Pay attention to how zionist school administrators not only are weaponizing antisemitism against students of color, but how partnerships with cops are going to further intensify too. It already has begun in over 50 campuses. This is why it’s free Palestine and abolish the police.",anti-Zionist,pay attention zionist school administrator weaponizing antisemitism student color partnership cop going intensify too already begun campus it s free palestine abolish police,NEG,anger
66cf692afdc289b67f765809,Make no mistake the “Israeli” Zionist invasion on the occupied West Bank came after the Death Secretary Blinken’s visit. This is co-signed by their Genocide Crime Partner and funder the USA. Fuck Israel and The USA,anti-Semitic,make mistake israeli zionist invasion occupied west bank came death secretary blinken s visit cosigned genocide crime partner funder usa fuck israel usa,NEG,anger
66cf692afdc289b67f76580a,BREAKING: Palestinian officials say Israeli raids across the occupied West Bank have killed at least 9 Palestinians https://apnews.com/article/israel-palestinians-hamas-war-news-08-28-2024-41d98ed3cda2ba4a783913b06fbdc7d1?taid=66cebf37f2c41200012f4d83&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter…,anti-Semitic,breaking : palestinian official say israeli raid across occupied west bank killed least palestinian URL,NEG,sadness
66cf692dfdc289b67f76580b,"What do you expect when you wave Zionist Israel's flag, fcuking bouquets?",anti-Zionist,expect wave zionist israel s flag fcuking bouquet,NEG,others
66cf692dfdc289b67f76580d,The immigrants aren’t the threat. The Zionists are. Other whites.,anti-Zionist,immigrant aren t threat zionist are white,NEG,others
66cf692dfdc289b67f76580e,Fake Zionist propaganda for the gullible.,anti-Zionist,fake zionist propaganda gullible,NEG,anger
66cf692efdc289b67f765810,Zionists don’t call it that.,neutral,zionist don t call that,NEG,disgust
66cf692efdc289b67f765811,She is a proven racist. She would be sacked if not a zionist.,anti-Zionist,proven racist would sacked zionist,NEG,disgust
66cf692efdc289b67f765812,"The Western hypocrisy, The real issue is not Afghanistan's Women, The real issue is the Palestinian women, #Israeli Zionist criminal soldiers raped, killed and bombing more than 10 months Gaza, They  killed thousands of Palestinian Women in #Gaza and still they are Arming",anti-Zionist,western hypocrisy real issue afghanistan s woman real issue palestinian woman  israeli zionist criminal soldier raped killed bombing month gaza killed thousand palestinian woman  gaza still arming,NEG,disgust
66cf692efdc289b67f765813,‘Frightening’ Taliban law bans women from speaking in public http://dlvr.it/TCP00F,neutral,frightening taliban law ban woman speaking public URL,NEG,fear
66cf692efdc289b67f765814,"Noting the history of Zionist Apparatchik using medicine as a weapon, I would put about as much trust in those ""vaccinations"" as a random needle found on the ground on skid row.",neutral,noting history zionist apparatchik using medicine weapon would put much trust vaccination random needle found ground skid row,NEG,disgust
66cf692efdc289b67f765815,The polio in Gaza is type two- vaccine derived. So Gaza has been getting vaccines from since back in November with the help of your hated “Zionist” regime,neutral,polio gaza type two vaccine derived gaza getting vaccine since back november help hated zionist regime,NEG,others
66cf692efdc289b67f765816,"since the 20s hitler called jews foreigners and not good for nazi germany and wanted to only deport them (to palestine), only after https://en.wikipedia.org/wiki/Operation_Barbarossa… did hitler want to kill them all, which is is which is when any such support from zionists ended.",anti-Semitic,since s hitler called jew foreigner good nazi germany wanted deport to palestine URL hitler want kill all support zionist ended,NEG,others
66cf692efdc289b67f765817,"Catholics, Hindus, Buddhists, Christian’s, a lot of Muslims (UAE, Saudi, Egypt, Morocco, Jordan) Many people actually. Only people who don’t support Zionism are left wing radicals with mental health issues. Just because you’re loud, doesn’t mean you’re the majority.",neutral,catholic hindu buddhist christian s lot muslim uae saudi egypt morocco jordan many people actually people don t support zionism left wing radical mental health issue you re loud doesn t mean you re majority,NEG,disgust
66cf692efdc289b67f765818,"If you don’t see how evil Zionist Israelis are then you are blind

If you don’t feel how evil Zionist Israelis are then you are heartless 

Palestinians have endured oppression,massacre & dehumanisation for over 75yrs & Zionists have had impunity. Eventually they will fight back",anti-Zionist,don t see evil zionist israeli blind don t feel evil zionist israeli heartless palestinian endured oppression massacre dehumanisation yr zionist impunity eventually fight back,NEG,anger
66cf692ffdc289b67f765819,"At some point it should be straightforward to admit that Zionism, in practice if not necessarily in the minds of every Zionist, was predicated on fucking over the Arabs of Palestine to resurrect a Jewish polity in the region.",anti-Zionist,point straightforward admit zionism practice necessarily mind every zionist predicated fucking arab palestine resurrect jewish polity region,NEG,disgust
66cf6932fdc289b67f76581b,"Why would it surprise you? 

Most Americans, including myself, are ""Zionist"" as in supporting the right to a Jewish homeland. We should have put it in New Mexico, but blame the Brits for that.

I just think that Israel needs to be accountable. They act as if the war never ended.",neutral,would surprise you american including myself zionist supporting right jewish homeland put new mexico blame brit that think israel need accountable act war never ended,NEG,disgust
66cf6932fdc289b67f76581c,"You like horror, see what Zionists are doing to world’s babies.",anti-Zionist,like horror see zionist world s baby,NEG,others
66cf6932fdc289b67f76581e,"Zionists willingly chose eternal warfare, why should we be involved?",anti-Zionist,zionist willingly chose eternal warfare involved,NEG,disgust
66cf6932fdc289b67f76581f,Yes..victims of the Nazi Zionist invaders,anti-Zionist,yes victim nazi zionist invader,NEG,disgust
66cf6932fdc289b67f765820,A culture that is fighting for survival against a Zionist regime that believes it is somehow entitled to land because of something a book that allows rape and genocide said to their patriarch eons ago.  There is not a rational side in this fight.,anti-Zionist,culture fighting survival zionist regime belief somehow entitled land something book allows rape genocide said patriarch eon ago rational side fight,NEG,disgust
66cf6932fdc289b67f765821,"Basically .. these people have been working on this for years ., implementing their own people into governments worldwide .. mostly Zionist Jews or puppets with Zionist handlers .. but many have WOKE UP ( RESEARCHED !!  )  .. so now these pedo’s know the masses are awaking",anti-Semitic,basically people working year implementing people government worldwide mostly zionist jew puppet zionist handler many woke researched pedo s know mass awaking,NEG,disgust
66cf6933fdc289b67f765823,Look behind him cryptos! He showed his loyalty! Piss of munafik! Who fucking restored sabbateans meeting place? And who approved it 1st?!,neutral,look behind cryptos showed loyalty piss munafik fucking restored sabbateans meeting place approved st,NEG,disgust
66cf6933fdc289b67f765825,"How interesting Sam Kriss’ online right wing break down doesn’t include Jewish race supremacists, genocide supporters,  and Zionists of all kinds

I guess some topics are too sensitive for his content needs. Too sacred, perhaps.",anti-Zionist,interesting sam kris online right wing break doesn t include jewish race supremacist genocide supporter zionist kind guess topic sensitive content need sacred perhaps,NEG,disgust
66cf6936fdc289b67f765826,"My guess is it's, in order of importance:
The US
Zionists
Russia
The Gammons
The PLP (FOI)
The Voters 

Anyone you can name. actually.",neutral,guess it s order importance : u zionist russia gammon plp foi voter anyone name actually,NEG,disgust
66cf6936fdc289b67f765827,"For 76 years we haven't asked for the world's sympathy and we'll never expect it. Unlike the Palestinian addiction to victimhood, Israelis take the path of taking care of ourselves. That's why we're successful. 
Thanks for providing my daily dose of anti-Zionist hate.",neutral,year asked world s sympathy we ll never expect it unlike palestinian addiction victimhood israeli take path taking care ourselves that s we re successful thanks providing daily dose antizionist hate,NEG,disgust
66cf6936fdc289b67f765828,"""Money hungry zionist"" like Sabrina working with Coca Cola just last year you mean?",anti-Zionist,money hungry zionist like sabrina working coca cola last year mean,NEG,disgust
66cf6936fdc289b67f765829,No wonder the SNP have been targetted recently by a Jewish rep claiming they are 'anti-semitic'. Scottish Labour MP took all-expenses-paid trip to Israel funded by Zionist group,anti-Semitic,wonder snp targetted recently jewish rep claiming antisemitic scottish labour mp took allexpensespaid trip israel funded zionist group,NEG,disgust
66cf6937fdc289b67f76582c,"Take your funds out of 
@binance
 #BoycottBinance today it's them tomorrow it will be us. Traitors, 
@cz_binance
 is a disgusting zionist supporter and supporter of genocide.",anti-Semitic,take fund binance  boycottbinance today tomorrow u traitor czbinance disgusting zionist supporter supporter genocide,NEG,anger
66cf6937fdc289b67f76582d,These Zionists cannot be trusted,anti-Zionist,zionist can not trusted,NEG,disgust
66cf6937fdc289b67f76582e,"Remember the racist code words of not too long ago? ""welfare queen,"" ""superpredator,"" ""inner city thugs,"" etc etc.

This is how ""Zionist"" is used right now to signal ""Jew"" by most pro-Palestine advocates. They use the same approach as the racists who used those other code words.",neutral,remember racist code word long ago welfare queen superpredator inner city thug etc etc zionist used right signal jew propalestine advocate use approach racist used code word,NEG,disgust
66cf6937fdc289b67f76582f,"Israel has been killing and raping and demolished people from there lands for the past 80 years, apartheid, genocide, Gaza is closed, they can't get out, you're a Zionist who enjoys seeing Palestine children dying, there's no point to argue with a terrorist Israeli, hell for you",anti-Semitic,israel killing raping demolished people land past year apartheid genocide gaza closed ca nt get out zionist enjoys seeing palestine child dying there s point argue terrorist israeli hell,NEG,anger
66cf6937fdc289b67f765830,"Occupied state of Palestine needs the world to assist in getting rid of the squatters 
The Great Satan of usa/zionists on full display",anti-Semitic,occupied state palestine need world assist getting rid squatter great satan usazionists full display,NEG,disgust
66cf6937fdc289b67f765831,"jewish supremacist & zionist apologists jews love to shuffle the narratives as usual, because its always the same people who have declared they are zionists and love israel to be the ones whining about being called 'jews'",anti-Semitic,jewish supremacist zionist apologist jew love shuffle narrative usual always people declared zionist love israel one whining called jew,NEG,disgust
66cf6937fdc289b67f765833,The Zionists…,neutral,zionist,NEG,disgust
66cf693bfdc289b67f765835,"No but the order is wrong from evilest to evil 

Idf
Usa
Nazi 
Isis

And behind them all is a scumbag Zionist even behind Hitler was a Zionist",anti-Semitic,order wrong evilest evil idf usa nazi isi behind scumbag zionist even behind hitler zionist,NEG,anger
66cf693cfdc289b67f765837,This is the action of Jews. Deny it all you want Jewish billionaires and politicians are entirely behind the move to censor free speech just to prevent the masses from knowing the truth about what they do,anti-Semitic,action jew deny want jewish billionaire politician entirely behind move censor free speech prevent mass knowing truth,NEG,anger
66cf693cfdc289b67f765838,"Your statement that ""US universities have enacted new, repressive rules to prevent critically thinking students from upsetting the Zionist billionaire class that controls their administrations by protesting Israel’s genocide"" perpetuates several myths and fails to acknowledge",neutral,statement u university enacted new repressive rule prevent critically thinking student upsetting zionist billionaire class control administration protesting israel s genocide perpetuates several myth fails acknowledge,NEG,disgust
66cf693cfdc289b67f765839,"@Independent
Behold what Zionist scumbags are doing in Palestine.",anti-Zionist,independent behold zionist scumbags palestine,NEG,anger
