_id,text,label
66d048811d7bf0dacc435d14,"Both attitudes make them the enemy of all other groups. They are the most hated people in history yet always claim it is without merit & bigotry. Thrown out of over 100 nations for same abusive conduct. Again&again.""A Jew will always tell you what happened to him, but never why.""",anti-Semitic
66d048811d7bf0dacc435d16,"and how many 60,00,000 jews died in haluacauust or 6000 you added your numbers",anti-Semitic
66d048811d7bf0dacc435d1b,Pharaoh was Egyptian like most Palestinians and the Jews sank him… you’re mixing things up.,anti-Semitic
66d048811d7bf0dacc435d1c,"My goodness..Considering there were 6 gazillion jews killed during the Hollywoodcaust and they only make up a percentage of a percentage of the World's total population..well given that ""fact""..there sure does seem to be an awful lot of 'descendants of victims' doesn't there? ",anti-Semitic
66d0488a1d7bf0dacc435d31,BECAUSE IS ALWAYS THE FUCKING JEWS,anti-Semitic
66d0488a1d7bf0dacc435d33,"He's not an actual Jew or a Rabbi, just some progressive reformist cumstain.",anti-Semitic
66d0488b1d7bf0dacc435d37,"Me too that's why I kept studying zionists and jews mentality they are so malicious and , tricky and cowards",anti-Semitic
66d0488b1d7bf0dacc435d38,"Rev 3:9 Behold, I will make them of the synagogue of Satan, which say they are Jews, and are not, but do lie; behold, I will make them to come and worship before thy feet, and to know that I have loved thee.
God's chosen people are those who chose to follow Jesus, not Satan.",anti-Semitic
66d0488f1d7bf0dacc435d39,"Judaism is the problem not Islam, we are not dealing with Islam today we are dealing with jews just like we were dealing with jews who got together against Hitler, it wasn't islam.",anti-Semitic
66d0488f1d7bf0dacc435d3a,Most jews like him are traitors so no surprise there,anti-Semitic
66d0488f1d7bf0dacc435d3b,Wow you just gave an erection to your fellow jews with this tweet .,anti-Semitic
66d0488f1d7bf0dacc435d40,Jew bashing..bash satan...,anti-Semitic
66d048901d7bf0dacc435d42,"They had the chance. I asked if Hitler did anything wrong. They could have said: ""Yes he called for the extermination of Jews. And he mass murdered Jews.""

But they didn't. Why? You know why.",anti-Semitic
66d048901d7bf0dacc435d43,"It's easy. All the media is owned by a single group. Jews. Fox, CNBC, CNN, New York Times etc. Right or left it doesn't matter. If they have all the media, they can control which study you'll see on the TV. And you will believe it. I won't. Until I research it myself.",anti-Semitic
66d048931d7bf0dacc435d50,"They do own jew sa and uk with I am oot cahnadah and sprinkled down under. 

Controlling all the money - banking system and created their own country out of fin air. 

Why else would the countries above run to their aid immediately without hesitation?",anti-Semitic
